model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.798,0.815,0.869,0.872,0.004,0.005,0.004,0.004,42.436,0.23,0.802,0.818,0.871,0.875,0.927,5e-06,original,,,,,,
rf,Full-data,0.831,0.779,0.826,0.815,0.001,0.002,0.002,0.002,331.063,15.829,0.829,0.782,0.828,0.819,0.913,5.4e-05,original,,,,,,
svc,Full-data,0.771,0.789,0.851,0.857,0.004,0.004,0.003,0.002,42165.09,1759.541,0.768,0.785,0.848,0.853,0.883,0.001796,original,,,,,,
logreg,Full-data,0.766,0.784,0.847,0.853,0.007,0.007,0.005,0.005,52.637,8.198,0.762,0.779,0.844,0.849,0.902,1.1e-05,original,,,,,,
mlp,Full-data,0.774,0.787,0.849,0.853,0.005,0.004,0.003,0.002,390.775,1311.582,0.766,0.78,0.844,0.849,0.901,2.4e-05,original,,,,,,
xgb,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,18.915,0.296,0.512,0.459,0.519,0.483,0.573,4e-06,original,10,0,,,,
rf,random,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,21.078,0.528,0.723,0.704,0.776,0.767,0.819,1.6e-05,original,10,0,,,,
svc,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.212,0.002,0.652,0.579,0.634,0.606,0.312,3e-06,original,10,0,,,,
logreg,random,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,7.6,0.007,0.717,0.697,0.769,0.759,0.803,1e-05,original,10,0,,,,
mlp,random,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,4.663,1.385,0.748,0.72,0.784,0.774,0.832,2.2e-05,original,10,0,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.227,1.251,0.577,0.581,0.73,0.776,0.577,6e-06,original,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,19.509,0.695,0.709,0.683,0.754,0.742,0.782,1.3e-05,original,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
svc,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.056,0.001,0.778,0.722,0.776,0.761,0.855,3e-06,original,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,9.791,0.106,0.748,0.709,0.771,0.757,0.838,9e-06,original,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
mlp,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,5.97,2.752,0.771,0.714,0.769,0.753,0.847,1.3e-05,original,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.67,0.545,0.578,0.582,0.731,0.777,0.76,5e-06,latent,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.847,0.352,0.638,0.658,0.771,0.795,0.835,8e-06,latent,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
svc,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,3.29,0.002,0.764,0.74,0.802,0.794,0.86,3e-06,latent,10,0,1530.8671984672546,0,5.057194507552969e-07,0.001756906509399414
