model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.658,0.682,0.798,0.819,0.002,0.003,0.002,0.001,70.173,78.429,0.659,0.683,0.798,0.817,0.781,2.4e-05,original,,,,,,
rf,Full-data,0.713,0.701,0.788,0.783,0.003,0.003,0.003,0.004,437.336,15.138,0.711,0.698,0.786,0.78,0.793,3.7e-05,original,,,,,,
svc,Full-data,0.649,0.674,0.796,0.82,0.003,0.003,0.002,0.001,23204.908,926.537,0.648,0.674,0.796,0.821,0.723,0.001806,original,,,,,,
logreg,Full-data,0.654,0.68,0.798,0.821,0.002,0.002,0.001,0.001,50.481,9.943,0.656,0.682,0.799,0.82,0.77,0.0,original,,,,,,
mlp,Full-data,0.657,0.68,0.797,0.817,0.006,0.006,0.003,0.002,279.361,7.258,0.666,0.69,0.802,0.821,0.784,3e-05,original,,,,,,
xgb,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,4.485,15.14,0.583,0.501,0.562,0.525,0.613,9e-06,original,10,5,,,,
rf,random,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,20.147,0.241,0.567,0.529,0.623,0.589,0.607,9e-06,original,10,5,,,,
svc,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,9.765,0.002,0.564,0.424,0.446,0.427,0.459,4e-06,original,10,5,,,,
logreg,random,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,2.606,0.116,0.605,0.556,0.64,0.608,0.645,0.0,original,10,5,,,,
mlp,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,9.446,0.038,0.615,0.563,0.645,0.613,0.658,5.5e-05,original,10,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.331,5.508,0.502,0.441,0.683,0.779,0.523,8e-06,original,10,5,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.135,0.406,0.5,0.438,0.682,0.779,0.754,1e-05,original,10,5,,,,
svc,k-means,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.006,0.002,0.663,0.585,0.653,0.621,0.739,3e-06,original,10,5,,,,
logreg,k-means,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,8.651,0.01,0.685,0.642,0.725,0.704,0.751,0.0,original,10,5,,,,
mlp,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,5.359,0.074,0.688,0.643,0.725,0.703,0.763,5.4e-05,original,10,5,,,,
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.42,34.048,0.511,0.464,0.694,0.781,0.551,3.4e-05,original,10,5,,,,
rf,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,29.213,0.366,0.617,0.635,0.771,0.799,0.731,1.6e-05,original,10,5,,,,
svc,ag,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,8.587,0.002,0.512,0.232,0.157,0.255,0.325,3e-06,original,10,5,,,,
logreg,ag,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,9.6,1.321,0.662,0.612,0.694,0.668,0.743,0.0,original,10,5,,,,
mlp,ag,0.4,0.313,0.313,0.4,0.122,0.111,0.111,0.122,6.917,0.064,0.676,0.631,0.714,0.692,0.749,3.6e-05,original,10,5,,,,
xgb,k_center,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,7.965,17.737,0.498,0.338,0.334,0.338,0.506,2e-05,original,10,5,,,,
rf,k_center,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,26.051,0.438,0.46,0.442,0.548,0.506,0.462,2e-05,original,10,5,,,,
svc,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.171,0.002,0.5,0.182,0.082,0.222,0.568,3e-06,original,10,5,,,,
logreg,k_center,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,8.626,0.208,0.5,0.182,0.081,0.222,0.571,0.0,original,10,5,,,,
mlp,k_center,0.6,0.573,0.573,0.6,0.3,0.32,0.32,0.3,11.934,2.374,0.479,0.289,0.262,0.292,0.469,3.9e-05,original,10,5,,,,
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,7.374,12.996,0.5,0.181,0.08,0.221,0.501,1.7e-05,original,10,5,,,,
