model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.798,0.815,0.869,0.872,0.004,0.005,0.004,0.004,43.246,0.26,0.802,0.818,0.871,0.875,0.927,3e-06,original,,,,,,
rf,Full-data,0.831,0.781,0.828,0.818,0.002,0.002,0.002,0.002,251.412,8.919,0.829,0.782,0.829,0.82,0.912,2.6e-05,original,,,,,,
svc,Full-data,0.771,0.789,0.851,0.857,0.004,0.004,0.003,0.002,42504.544,1768.065,0.768,0.785,0.848,0.853,0.883,0.001994,original,,,,,,
logreg,Full-data,0.766,0.784,0.847,0.853,0.007,0.007,0.005,0.005,56.283,8.191,0.762,0.779,0.844,0.849,0.902,1.6e-05,original,,,,,,
mlp,Full-data,0.777,0.789,0.85,0.854,0.011,0.006,0.004,0.003,496.216,1554.742,0.781,0.793,0.853,0.856,0.905,2.5e-05,original,,,,,,
xgb,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,23.364,16.371,0.512,0.459,0.519,0.483,0.573,1.2e-05,original,10,0,,,,
rf,random,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,31.894,0.468,0.738,0.711,0.777,0.767,0.809,1.9e-05,original,10,0,,,,
svc,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,3.763,0.002,0.652,0.579,0.634,0.606,0.312,9e-06,original,10,0,,,,
logreg,random,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,9.829,0.44,0.717,0.697,0.769,0.759,0.803,8e-06,original,10,0,,,,
mlp,random,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,13.383,6.614,0.692,0.652,0.722,0.704,0.754,4.2e-05,original,10,0,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.228,16.124,0.503,0.2,0.102,0.244,0.654,9e-06,original,10,0,,,,
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,38.342,0.6,0.5,0.193,0.093,0.24,0.835,1.5e-05,original,10,0,,,,
svc,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,8.01,0.002,0.787,0.709,0.757,0.738,0.872,2e-06,original,10,0,,,,
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.749,0.165,0.801,0.755,0.807,0.795,0.882,1.4e-05,original,10,0,,,,
mlp,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.112,2.291,0.796,0.75,0.803,0.791,0.88,3.9e-05,original,10,0,,,,
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.4,0.06,0.546,0.526,0.706,0.775,0.741,5e-06,original,10,0,,,,
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,20.466,0.471,0.508,0.21,0.116,0.251,0.861,1.1e-05,original,10,0,,,,
svc,ag,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,6.481,0.002,0.784,0.74,0.796,0.784,0.135,3e-06,original,10,0,,,,
logreg,ag,0.7,0.7,0.7,0.7,0.245,0.245,0.245,0.245,6.863,0.01,0.774,0.746,0.806,0.798,0.871,1.4e-05,original,10,0,,,,
mlp,ag,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,4.355,1.535,0.791,0.759,0.815,0.806,0.88,1.4e-05,original,10,0,,,,
xgb,k_center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,5.375,1.221,0.527,0.52,0.629,0.611,0.499,4e-06,original,10,0,,,,
rf,k_center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,15.443,0.297,0.569,0.529,0.603,0.572,0.57,7e-06,original,10,0,,,,
svc,k_center,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,8.042,0.002,0.51,0.453,0.669,0.765,0.377,3e-06,original,10,0,,,,
logreg,k_center,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,7.65,0.014,0.492,0.385,0.403,0.387,0.462,6e-06,original,10,0,,,,
mlp,k_center,0.45,0.413,0.413,0.45,0.245,0.243,0.243,0.245,10.632,3.28,0.519,0.486,0.563,0.529,0.53,3.1e-05,original,10,0,,,,
xgb,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,5.723,0.302,0.5,0.432,0.657,0.761,0.272,5e-06,original,10,0,,,,
rf,craig,0.5,0.4,0.4,0.5,0.316,0.327,0.327,0.316,19.295,0.34,0.5,0.432,0.657,0.761,0.5,6e-06,original,10,0,,,,
svc,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,6.08,0.002,0.5,0.432,0.657,0.761,0.452,2e-06,original,10,0,,,,
logreg,craig,0.7,0.6,0.6,0.7,0.245,0.327,0.327,0.245,7.158,0.006,0.5,0.432,0.657,0.761,0.573,1.3e-05,original,10,0,,,,
mlp,craig,0.5,0.4,0.467,0.5,0.316,0.327,0.34,0.316,7.298,2.642,0.516,0.493,0.677,0.739,0.5,1.7e-05,original,10,0,,,,
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.11,0.141,0.39,0.202,0.148,0.216,0.182,4e-06,original,10,0,,,,
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,21.45,0.375,0.228,0.244,0.33,0.28,0.158,1.1e-05,original,10,0,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.562,0.003,0.303,0.204,0.192,0.205,0.172,4e-06,original,10,0,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.146,0.122,0.356,0.175,0.117,0.19,0.15,1.5e-05,original,10,0,,,,
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.003,3.028,0.223,0.203,0.241,0.21,0.139,2.3e-05,original,10,0,,,,
xgb,random,0.75,0.747,0.747,0.75,0.112,0.114,0.114,0.112,7.709,0.197,0.753,0.715,0.777,0.764,0.836,6e-06,original,20,0,,,,
rf,random,0.8,0.795,0.795,0.8,0.127,0.13,0.13,0.127,21.426,0.497,0.762,0.724,0.784,0.772,0.851,1.5e-05,original,20,0,,,,
svc,random,0.8,0.778,0.778,0.8,0.218,0.258,0.258,0.218,3.728,0.003,0.748,0.71,0.772,0.758,0.829,4e-06,original,20,0,,,,
logreg,random,0.8,0.793,0.793,0.8,0.17,0.181,0.181,0.17,4.027,0.109,0.696,0.677,0.753,0.743,0.785,7e-06,original,20,0,,,,
mlp,random,0.775,0.773,0.773,0.775,0.184,0.184,0.184,0.184,10.813,3.011,0.746,0.714,0.778,0.766,0.844,2.3e-05,original,20,0,,,,
xgb,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,7.698,0.205,0.5,0.193,0.092,0.239,0.636,4e-06,original,20,0,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,17.691,0.273,0.5,0.193,0.092,0.239,0.834,1.6e-05,original,20,0,,,,
svc,k-means,0.75,0.741,0.741,0.75,0.137,0.139,0.139,0.137,6.152,0.003,0.783,0.727,0.78,0.765,0.876,6e-06,original,20,0,,,,
logreg,k-means,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,8.49,0.116,0.716,0.706,0.781,0.776,0.82,1.2e-05,original,20,0,,,,
mlp,k-means,0.675,0.657,0.657,0.675,0.061,0.072,0.072,0.061,9.654,1.524,0.799,0.758,0.811,0.801,0.884,1e-05,original,20,0,,,,
xgb,ag,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,5.228,0.354,0.593,0.389,0.365,0.392,0.752,5e-06,original,20,0,,,,
rf,ag,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,19.512,0.464,0.502,0.197,0.098,0.242,0.843,5e-06,original,20,0,,,,
svc,ag,0.725,0.708,0.708,0.725,0.2,0.214,0.214,0.2,3.379,0.002,0.801,0.728,0.776,0.759,0.878,4e-06,original,20,0,,,,
logreg,ag,0.825,0.815,0.815,0.825,0.187,0.2,0.2,0.187,4.764,0.118,0.746,0.727,0.793,0.786,0.851,7e-06,original,20,0,,,,
