model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.803,0.803,0.804,0.805,0.141,0.144,0.144,0.142,19.86,8.313,0.75,0.687,0.742,0.723,0.828,1.3e-05,original,0.002,5,,,,
rf,random,0.675,0.673,0.674,0.675,0.118,0.119,0.118,0.118,35.805,0.813,0.784,0.725,0.778,0.763,0.871,2e-05,original,0.002,5,,,,
svc,random,0.815,0.811,0.811,0.816,0.079,0.085,0.085,0.079,3.826,0.016,0.74,0.713,0.779,0.769,0.842,3e-05,original,0.002,5,,,,
logreg,random,0.803,0.799,0.799,0.803,0.055,0.057,0.057,0.055,10.885,0.118,0.771,0.731,0.789,0.777,0.855,1.3e-05,original,0.002,5,,,,
mlp,random,0.757,0.754,0.755,0.758,0.135,0.136,0.136,0.133,9.416,6.53,0.78,0.719,0.771,0.755,0.865,3.8e-05,original,0.002,5,,,,
xgb,k-means,0.976,0.976,0.976,0.976,0.029,0.029,0.029,0.029,6.933,0.12,0.65,0.662,0.764,0.774,0.761,5e-06,original,0.002,5,0,0,0,3.8362464904785156
rf,k-means,0.94,0.941,0.942,0.942,0.053,0.052,0.052,0.051,22.105,0.325,0.72,0.731,0.809,0.814,0.859,9e-06,original,0.002,5,0,0,0,3.8362464904785156
svc,k-means,0.85,0.845,0.845,0.85,0.092,0.097,0.097,0.091,5.678,0.005,0.79,0.728,0.779,0.763,0.867,1.3e-05,original,0.002,5,0,0,0,3.8362464904785156
logreg,k-means,0.86,0.859,0.859,0.861,0.06,0.059,0.059,0.059,7.375,0.108,0.791,0.739,0.791,0.778,0.872,8e-06,original,0.002,5,0,0,0,3.8362464904785156
mlp,k-means,0.8,0.8,0.8,0.801,0.063,0.063,0.062,0.062,10.291,3.727,0.795,0.727,0.776,0.759,0.875,2.2e-05,original,0.002,5,0,0,0,3.8362464904785156
xgb,k-means,0.965,0.966,0.966,0.966,0.045,0.045,0.045,0.045,14.53,29.961,0.724,0.74,0.817,0.824,0.856,1.8e-05,latent,0.002,5,0,0,0,3.8362464904785156
rf,k-means,0.917,0.917,0.918,0.919,0.072,0.071,0.071,0.07,34.776,1.075,0.801,0.782,0.836,0.831,0.89,1.4e-05,latent,0.002,5,0,0,0,3.8362464904785156
svc,k-means,0.838,0.834,0.835,0.838,0.101,0.102,0.101,0.1,6.128,0.006,0.789,0.719,0.769,0.752,0.876,1.5e-05,latent,0.002,5,0,0,0,3.8362464904785156
