model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.9,0.899,0.903,0.91,0.122,0.124,0.12,0.111,14.653,6.83,0.827,0.737,0.838,0.819,0.863,3e-05,original,0.002,5,,,,
rf,random,0.767,0.763,0.767,0.77,0.207,0.207,0.204,0.204,31.233,0.662,0.743,0.654,0.778,0.747,0.829,5e-05,original,0.002,5,,,,
svc,random,0.817,0.8,0.8,0.81,0.097,0.103,0.103,0.097,8.686,0.001,0.743,0.695,0.823,0.807,0.841,3e-06,original,0.002,5,,,,
logreg,random,0.783,0.76,0.76,0.77,0.041,0.033,0.033,0.024,8.675,0.144,0.749,0.65,0.771,0.738,0.815,1e-06,original,0.002,5,,,,
mlp,random,0.667,0.663,0.667,0.67,0.19,0.189,0.187,0.189,6.716,0.042,0.722,0.578,0.688,0.638,0.791,8.4e-05,original,0.002,5,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.456,17.789,0.821,0.796,0.889,0.885,0.877,1.9e-05,original,0.002,5,0,0,0,0.8141040802001953
rf,k-means,0.8,0.766,0.77,0.81,0.187,0.244,0.244,0.185,22.198,0.549,0.763,0.725,0.844,0.834,0.841,2.5e-05,original,0.002,5,0,0,0,0.8141040802001953
svc,k-means,0.8,0.766,0.77,0.81,0.187,0.244,0.244,0.185,8.844,0.002,0.826,0.758,0.857,0.843,0.89,2e-06,original,0.002,5,0,0,0,0.8141040802001953
logreg,k-means,0.817,0.8,0.8,0.81,0.097,0.103,0.103,0.097,7.788,0.18,0.834,0.791,0.882,0.875,0.901,0.0,original,0.002,5,0,0,0,0.8141040802001953
mlp,k-means,0.633,0.59,0.593,0.63,0.135,0.167,0.167,0.125,6.749,1.691,0.758,0.654,0.772,0.739,0.849,5.4e-05,original,0.002,5,0,0,0,0.8141040802001953
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.863,48.453,0.799,0.805,0.899,0.899,0.836,0.000127,latent,0.002,5,0,0,0,0.8141040802001953
rf,k-means,0.767,0.757,0.76,0.77,0.133,0.135,0.131,0.129,52.156,1.541,0.816,0.797,0.89,0.887,0.894,3.3e-05,latent,0.002,5,0,0,0,0.8141040802001953
svc,k-means,0.8,0.8,0.8,0.8,0.245,0.245,0.245,0.245,6.252,0.001,0.806,0.772,0.874,0.867,0.881,4e-06,latent,0.002,5,0,0,0,0.8141040802001953
logreg,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,8.556,0.211,0.82,0.787,0.883,0.877,0.897,1e-06,latent,0.002,5,0,0,0,0.8141040802001953
mlp,k-means,0.65,0.593,0.593,0.64,0.097,0.146,0.147,0.097,9.363,0.047,0.803,0.749,0.855,0.843,0.877,0.000114,latent,0.002,5,0,0,0,0.8141040802001953
xgb,k-center,0.767,0.693,0.693,0.76,0.226,0.303,0.303,0.224,6.213,0.2,0.791,0.793,0.892,0.892,0.791,3.6e-05,original,0.002,5,0,0,0,0.0017871856689453125
rf,k-center,0.667,0.65,0.653,0.67,0.247,0.262,0.261,0.246,24.282,0.46,0.491,0.241,0.229,0.242,0.742,3.5e-05,original,0.002,5,0,0,0,0.0017871856689453125
svc,k-center,0.617,0.497,0.486,0.59,0.145,0.222,0.234,0.156,5.22,0.002,0.495,0.134,0.043,0.154,0.369,7e-06,original,0.002,5,0,0,0,0.0017871856689453125
logreg,k-center,0.667,0.63,0.633,0.67,0.19,0.226,0.225,0.189,7.772,0.132,0.492,0.138,0.051,0.157,0.53,1e-06,original,0.002,5,0,0,0,0.0017871856689453125
mlp,k-center,0.5,0.45,0.453,0.5,0.167,0.188,0.19,0.17,11.23,0.019,0.486,0.294,0.324,0.297,0.477,3.4e-05,original,0.002,5,0,0,0,0.0017871856689453125
xgb,k-center,0.717,0.672,0.676,0.72,0.113,0.171,0.173,0.112,10.034,2.678,0.696,0.615,0.75,0.714,0.706,1.9e-05,latent,0.002,5,0,0,0,0.0017871856689453125
rf,k-center,0.667,0.597,0.6,0.67,0.19,0.253,0.253,0.189,24.552,0.474,0.712,0.587,0.705,0.658,0.8,2.3e-05,latent,0.002,5,0,0,0,0.0017871856689453125
svc,k-center,0.583,0.454,0.439,0.55,0.105,0.174,0.184,0.118,12.094,0.001,0.498,0.135,0.043,0.155,0.386,6e-06,latent,0.002,5,0,0,0,0.0017871856689453125
logreg,k-center,0.717,0.677,0.68,0.72,0.172,0.218,0.217,0.169,5.655,0.104,0.488,0.134,0.046,0.153,0.57,1e-06,latent,0.002,5,0,0,0,0.0017871856689453125
mlp,k-center,0.467,0.407,0.4,0.45,0.31,0.313,0.318,0.31,11.504,0.042,0.579,0.425,0.51,0.451,0.613,5.9e-05,latent,0.002,5,0,0,0,0.0017871856689453125
xgb,ag,0.95,0.952,0.956,0.96,0.1,0.095,0.088,0.08,6.209,0.057,0.797,0.8,0.896,0.896,0.875,1.7e-05,original,0.002,5,0,0,0,0.0018041133880615234
rf,ag,0.833,0.823,0.827,0.83,0.158,0.16,0.155,0.154,28.792,0.609,0.746,0.709,0.835,0.823,0.834,1.9e-05,original,0.002,5,0,0,0,0.0018041133880615234
svc,ag,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,5.706,0.001,0.795,0.767,0.872,0.866,0.888,4e-06,original,0.002,5,0,0,0,0.0018041133880615234
logreg,ag,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,7.594,0.755,0.814,0.786,0.883,0.878,0.879,0.0,original,0.002,5,0,0,0,0.0018041133880615234
mlp,ag,0.733,0.717,0.72,0.73,0.082,0.071,0.065,0.068,5.856,0.047,0.783,0.751,0.862,0.854,0.878,0.000142,original,0.002,5,0,0,0,0.0018041133880615234
xgb,ag,0.883,0.877,0.88,0.88,0.163,0.166,0.16,0.16,7.876,1.402,0.763,0.785,0.892,0.896,0.854,1.9e-05,latent,0.002,5,0,0,0,0.0018041133880615234
rf,ag,0.967,0.96,0.96,0.96,0.067,0.08,0.08,0.08,18.533,0.29,0.801,0.801,0.895,0.895,0.893,2.3e-05,latent,0.002,5,0,0,0,0.0018041133880615234
svc,ag,0.967,0.96,0.96,0.96,0.067,0.08,0.08,0.08,13.262,0.002,0.821,0.796,0.889,0.885,0.903,3e-06,latent,0.002,5,0,0,0,0.0018041133880615234
logreg,ag,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,8.033,0.143,0.79,0.773,0.877,0.873,0.901,1e-06,latent,0.002,5,0,0,0,0.0018041133880615234
mlp,ag,0.767,0.726,0.73,0.77,0.162,0.217,0.218,0.16,5.326,3.325,0.768,0.719,0.838,0.824,0.845,4.6e-05,latent,0.002,5,0,0,0,0.0018041133880615234
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.955,13.826,0.268,0.213,0.279,0.225,0.193,3.5e-05,original,0.002,5,0,0,0,0.0017893314361572266
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31.586,0.647,0.262,0.124,0.113,0.124,0.157,2.1e-05,original,0.002,5,0,0,0,0.0017893314361572266
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.509,0.002,0.268,0.13,0.122,0.131,0.148,3e-06,original,0.002,5,0,0,0,0.0017893314361572266
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.049,0.393,0.337,0.107,0.052,0.114,0.13,0.0,original,0.002,5,0,0,0,0.0017893314361572266
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,12.944,0.102,0.285,0.21,0.265,0.218,0.202,7.8e-05,original,0.002,5,0,0,0,0.0017893314361572266
xgb,lc,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,4.994,0.402,0.17,0.138,0.185,0.144,0.153,1.8e-05,latent,0.002,5,0,0,0,0.0017893314361572266
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.266,0.34,0.254,0.102,0.076,0.104,0.139,3.1e-05,latent,0.002,5,0,0,0,0.0017893314361572266
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.745,0.002,0.273,0.132,0.123,0.132,0.167,4e-06,latent,0.002,5,0,0,0,0.0017893314361572266
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.335,0.242,0.281,0.123,0.103,0.124,0.139,1e-06,latent,0.002,5,0,0,0,0.0017893314361572266
mlp,lc,0.967,0.96,0.96,0.96,0.067,0.08,0.08,0.08,8.941,0.074,0.318,0.258,0.34,0.277,0.236,6.6e-05,latent,0.002,5,0,0,0,0.0017893314361572266
xgb,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,11.274,0.158,0.5,0.134,0.042,0.155,0.558,2.9e-05,original,0.002,5,0,0,0,0.0021784305572509766
rf,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,31.055,0.577,0.5,0.134,0.042,0.155,0.5,2.2e-05,original,0.002,5,0,0,0,0.0021784305572509766
svc,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,6.883,0.001,0.5,0.134,0.042,0.155,0.444,2e-06,original,0.002,5,0,0,0,0.0021784305572509766
logreg,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,8.168,0.239,0.5,0.134,0.042,0.155,0.341,0.0,original,0.002,5,0,0,0,0.0021784305572509766
mlp,craig,0.35,0.25,0.333,0.367,0.2,0.129,0.211,0.194,9.117,1.753,0.545,0.281,0.279,0.281,0.575,7.1e-05,original,0.002,5,0,0,0,0.0021784305572509766
xgb,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,9.732,22.482,0.497,0.148,0.067,0.165,0.439,0.000111,latent,0.002,5,0,0,0,0.0021784305572509766
rf,craig,0.4,0.28,0.307,0.433,0.2,0.142,0.172,0.226,45.527,0.699,0.5,0.134,0.042,0.155,0.5,1.1e-05,latent,0.002,5,0,0,0,0.0021784305572509766
svc,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,7.436,0.001,0.5,0.134,0.042,0.155,0.398,3e-06,latent,0.002,5,0,0,0,0.0021784305572509766
logreg,craig,0.6,0.48,0.507,0.633,0.2,0.261,0.259,0.194,9.048,0.18,0.5,0.134,0.042,0.155,0.407,1e-06,latent,0.002,5,0,0,0,0.0021784305572509766
mlp,craig,0.45,0.317,0.4,0.467,0.1,0.033,0.133,0.067,9.44,0.096,0.498,0.155,0.078,0.17,0.495,6.9e-05,latent,0.002,5,0,0,0,0.0021784305572509766
xgb,random,0.933,0.917,0.913,0.92,0.133,0.167,0.173,0.16,10.293,4.865,0.835,0.792,0.883,0.876,0.853,3.7e-05,original,0.002,6,,,,
rf,random,0.9,0.899,0.903,0.91,0.122,0.124,0.12,0.111,28.549,1.199,0.74,0.635,0.756,0.719,0.817,3.1e-05,original,0.002,6,,,,
svc,random,0.85,0.823,0.82,0.83,0.133,0.16,0.165,0.154,3.861,0.002,0.732,0.606,0.722,0.677,0.789,4e-06,original,0.002,6,,,,
logreg,random,0.85,0.823,0.82,0.83,0.133,0.16,0.165,0.154,3.503,0.007,0.776,0.658,0.771,0.736,0.837,1e-06,original,0.002,6,,,,
mlp,random,0.85,0.823,0.82,0.83,0.133,0.16,0.165,0.154,8.309,0.05,0.745,0.635,0.754,0.717,0.801,4.2e-05,original,0.002,6,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.091,3.295,0.8,0.802,0.897,0.897,0.878,3.8e-05,original,0.002,6,0,0,0,0.0014462471008300781
rf,k-means,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,20.851,0.488,0.747,0.664,0.788,0.76,0.824,9.8e-05,original,0.002,6,0,0,0,0.0014462471008300781
svc,k-means,0.917,0.907,0.907,0.91,0.105,0.116,0.116,0.111,7.747,0.002,0.82,0.75,0.852,0.837,0.899,2e-06,original,0.002,6,0,0,0,0.0014462471008300781
logreg,k-means,0.867,0.863,0.867,0.87,0.172,0.174,0.169,0.166,7.964,0.504,0.805,0.805,0.898,0.898,0.883,1e-06,original,0.002,6,0,0,0,0.0014462471008300781
mlp,k-means,0.833,0.823,0.827,0.83,0.158,0.16,0.155,0.154,8.595,0.038,0.778,0.7,0.816,0.795,0.872,0.0001,original,0.002,6,0,0,0,0.0014462471008300781
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.331,2.675,0.788,0.774,0.879,0.876,0.832,4.6e-05,latent,0.002,6,0,0,0,0.0014462471008300781
rf,k-means,0.883,0.867,0.867,0.87,0.1,0.112,0.112,0.108,23.761,0.501,0.796,0.785,0.885,0.883,0.888,2.2e-05,latent,0.002,6,0,0,0,0.0014462471008300781
svc,k-means,0.85,0.804,0.792,0.83,0.2,0.279,0.3,0.236,6.317,0.003,0.814,0.768,0.869,0.86,0.906,5e-06,latent,0.002,6,0,0,0,0.0014462471008300781
logreg,k-means,0.833,0.81,0.807,0.82,0.139,0.165,0.169,0.157,5.8,0.136,0.788,0.738,0.849,0.837,0.88,1e-06,latent,0.002,6,0,0,0,0.0014462471008300781
mlp,k-means,0.7,0.687,0.693,0.7,0.282,0.278,0.265,0.266,9.1,0.162,0.745,0.664,0.788,0.761,0.84,3.8e-05,latent,0.002,6,0,0,0,0.0014462471008300781
xgb,k-center,0.733,0.716,0.716,0.73,0.162,0.172,0.176,0.172,16.612,6.488,0.81,0.791,0.887,0.884,0.802,6.4e-05,original,0.002,6,0,0,0,0.002730131149291992
rf,k-center,0.617,0.597,0.593,0.6,0.208,0.21,0.21,0.21,45.539,1.084,0.605,0.472,0.578,0.517,0.706,6.4e-05,original,0.002,6,0,0,0,0.002730131149291992
svc,k-center,0.55,0.394,0.371,0.51,0.1,0.171,0.187,0.128,4.952,0.001,0.493,0.133,0.043,0.153,0.392,3e-06,original,0.002,6,0,0,0,0.002730131149291992
logreg,k-center,0.5,0.467,0.467,0.49,0.247,0.256,0.256,0.24,5.834,0.135,0.478,0.142,0.062,0.157,0.57,1e-06,original,0.002,6,0,0,0,0.002730131149291992
mlp,k-center,0.233,0.173,0.173,0.23,0.162,0.106,0.108,0.16,7.767,5.204,0.56,0.352,0.394,0.358,0.62,8.5e-05,original,0.002,6,0,0,0,0.002730131149291992
xgb,k-center,0.633,0.607,0.607,0.62,0.227,0.231,0.231,0.216,10.276,4.054,0.795,0.774,0.878,0.873,0.816,6.6e-05,latent,0.002,6,0,0,0,0.002730131149291992
rf,k-center,0.5,0.314,0.291,0.46,0.0,0.023,0.051,0.049,25.322,0.423,0.7,0.65,0.79,0.768,0.73,1.5e-05,latent,0.002,6,0,0,0,0.002730131149291992
svc,k-center,0.5,0.368,0.345,0.46,0.158,0.188,0.2,0.166,11.397,0.002,0.493,0.134,0.044,0.154,0.393,5e-06,latent,0.002,6,0,0,0,0.002730131149291992
logreg,k-center,0.517,0.483,0.48,0.5,0.178,0.179,0.177,0.17,11.493,0.46,0.481,0.152,0.079,0.165,0.576,1e-06,latent,0.002,6,0,0,0,0.002730131149291992
mlp,k-center,0.417,0.4,0.407,0.42,0.204,0.208,0.2,0.196,18.13,0.138,0.539,0.347,0.394,0.354,0.576,0.000303,latent,0.002,6,0,0,0,0.002730131149291992
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.475,10.828,0.827,0.806,0.895,0.891,0.858,0.000112,original,0.002,6,0,0,0,0.0418703556060791
rf,ag,0.867,0.853,0.853,0.86,0.113,0.122,0.122,0.116,45.648,1.154,0.725,0.641,0.769,0.737,0.804,2.8e-05,original,0.002,6,0,0,0,0.0418703556060791
svc,ag,0.833,0.813,0.813,0.82,0.091,0.098,0.098,0.093,3.636,0.002,0.812,0.76,0.862,0.852,0.898,3e-06,original,0.002,6,0,0,0,0.0418703556060791
logreg,ag,0.833,0.813,0.813,0.82,0.091,0.098,0.098,0.093,3.48,0.173,0.815,0.793,0.887,0.883,0.906,0.0,original,0.002,6,0,0,0,0.0418703556060791
mlp,ag,0.733,0.717,0.72,0.73,0.082,0.071,0.065,0.068,9.583,0.031,0.785,0.672,0.784,0.753,0.877,0.000128,original,0.002,6,0,0,0,0.0418703556060791
