model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.803,0.803,0.804,0.805,0.141,0.144,0.144,0.142,20.577,7.224,0.75,0.687,0.742,0.723,0.828,1.2e-05,original,0.002,5,,,,
rf,random,0.664,0.662,0.662,0.664,0.134,0.136,0.137,0.137,27.672,0.551,0.778,0.703,0.752,0.733,0.864,2.8e-05,original,0.002,5,,,,
svc,random,0.815,0.811,0.811,0.816,0.079,0.085,0.085,0.079,5.695,0.005,0.74,0.713,0.779,0.769,0.842,8e-06,original,0.002,5,,,,
logreg,random,0.803,0.799,0.799,0.803,0.055,0.057,0.057,0.055,11.871,0.212,0.771,0.731,0.789,0.777,0.855,7e-06,original,0.002,5,,,,
mlp,random,0.743,0.741,0.742,0.746,0.112,0.115,0.115,0.112,9.793,3.795,0.778,0.716,0.769,0.753,0.863,3.3e-05,original,0.002,5,,,,
xgb,k-means,0.894,0.894,0.894,0.895,0.047,0.046,0.045,0.045,5.934,37.795,0.686,0.696,0.785,0.792,0.79,5e-06,original,0.002,5,0,0,0,1.581662893295288
rf,k-means,0.836,0.835,0.835,0.836,0.058,0.059,0.059,0.059,19.907,0.172,0.755,0.737,0.802,0.795,0.847,6e-06,original,0.002,5,0,0,0,1.581662893295288
svc,k-means,0.818,0.811,0.81,0.814,0.082,0.091,0.093,0.087,3.682,0.005,0.791,0.744,0.797,0.784,0.872,1.6e-05,original,0.002,5,0,0,0,1.581662893295288
logreg,k-means,0.862,0.861,0.861,0.861,0.046,0.046,0.046,0.046,10.171,0.185,0.792,0.743,0.796,0.783,0.873,7e-06,original,0.002,5,0,0,0,1.581662893295288
mlp,k-means,0.818,0.813,0.813,0.814,0.067,0.068,0.068,0.067,12.002,3.391,0.79,0.73,0.781,0.766,0.876,1.2e-05,original,0.002,5,0,0,0,1.581662893295288
xgb,k-means,0.978,0.977,0.977,0.977,0.027,0.028,0.028,0.028,10.951,77.897,0.491,0.241,0.171,0.265,0.654,1e-05,latent,0.002,5,0,0,0,1.581662893295288
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,29.862,0.473,0.659,0.522,0.543,0.525,0.78,1.8e-05,latent,0.002,5,0,0,0,1.581662893295288
svc,k-means,0.804,0.802,0.802,0.803,0.076,0.075,0.076,0.076,6.803,0.004,0.766,0.714,0.77,0.755,0.844,2e-05,latent,0.002,5,0,0,0,1.581662893295288
logreg,k-means,0.86,0.859,0.859,0.861,0.068,0.069,0.069,0.067,11.911,0.128,0.707,0.669,0.737,0.72,0.772,0.0,latent,0.002,5,0,0,0,1.581662893295288
mlp,k-means,0.769,0.766,0.766,0.768,0.047,0.05,0.051,0.049,9.415,0.145,0.785,0.739,0.794,0.782,0.875,2.6e-05,latent,0.002,5,0,0,0,1.581662893295288
xgb,k-center,0.607,0.6,0.599,0.603,0.153,0.155,0.155,0.153,9.254,7.296,0.655,0.616,0.689,0.667,0.717,9e-06,original,0.002,5,0,0,0,0.0017037391662597656
rf,k-center,0.539,0.531,0.529,0.534,0.077,0.079,0.08,0.078,30.002,1.148,0.702,0.586,0.622,0.597,0.799,1.3e-05,original,0.002,5,0,0,0,0.0017037391662597656
svc,k-center,0.564,0.546,0.544,0.558,0.061,0.062,0.063,0.063,3.425,0.006,0.703,0.582,0.616,0.592,0.206,9e-06,original,0.002,5,0,0,0,0.0017037391662597656
logreg,k-center,0.604,0.564,0.559,0.592,0.042,0.048,0.05,0.044,4.792,0.033,0.687,0.7,0.789,0.797,0.814,8e-06,original,0.002,5,0,0,0,0.0017037391662597656
mlp,k-center,0.481,0.457,0.454,0.475,0.091,0.086,0.086,0.09,10.819,4.116,0.661,0.558,0.597,0.571,0.738,3e-05,original,0.002,5,0,0,0,0.0017037391662597656
xgb,k-center,0.604,0.59,0.59,0.603,0.076,0.079,0.079,0.074,5.912,5.72,0.612,0.544,0.601,0.571,0.657,1.2e-05,latent,0.002,5,0,0,0,0.0017037391662597656
rf,k-center,0.536,0.531,0.53,0.533,0.089,0.088,0.088,0.089,23.612,0.296,0.653,0.627,0.707,0.69,0.749,1.1e-05,latent,0.002,5,0,0,0,0.0017037391662597656
svc,k-center,0.597,0.575,0.573,0.592,0.068,0.077,0.08,0.07,10.787,0.004,0.587,0.594,0.74,0.787,0.5,1e-05,latent,0.002,5,0,0,0,0.0017037391662597656
logreg,k-center,0.569,0.533,0.527,0.557,0.049,0.068,0.071,0.055,3.668,0.125,0.69,0.691,0.776,0.777,0.796,0.0,latent,0.002,5,0,0,0,0.0017037391662597656
mlp,k-center,0.376,0.366,0.364,0.371,0.072,0.078,0.08,0.074,9.437,0.17,0.629,0.516,0.548,0.524,0.703,4e-05,latent,0.002,5,0,0,0,0.0017037391662597656
xgb,ag,0.904,0.903,0.904,0.907,0.107,0.109,0.108,0.103,4.835,8.16,0.647,0.627,0.711,0.697,0.73,1.2e-05,original,0.002,5,0,0,0,0.001786947250366211
rf,ag,0.858,0.855,0.856,0.859,0.143,0.147,0.145,0.138,46.147,1.548,0.754,0.733,0.797,0.79,0.834,3.9e-05,original,0.002,5,0,0,0,0.001786947250366211
svc,ag,0.862,0.861,0.861,0.861,0.077,0.077,0.077,0.077,8.25,0.017,0.69,0.637,0.701,0.678,0.739,1.6e-05,original,0.002,5,0,0,0,0.001786947250366211
logreg,ag,0.888,0.885,0.885,0.886,0.1,0.1,0.1,0.1,8.37,1.328,0.7,0.641,0.701,0.678,0.755,1.2e-05,original,0.002,5,0,0,0,0.001786947250366211
mlp,ag,0.85,0.848,0.849,0.85,0.071,0.07,0.069,0.068,23.954,11.568,0.778,0.707,0.758,0.74,0.854,3.6e-05,original,0.002,5,0,0,0,0.001786947250366211
xgb,ag,0.942,0.941,0.942,0.942,0.053,0.052,0.052,0.051,5.391,14.399,0.725,0.655,0.71,0.687,0.789,2.4e-05,latent,0.002,5,0,0,0,0.001786947250366211
rf,ag,0.847,0.844,0.845,0.849,0.093,0.094,0.092,0.088,29.774,0.541,0.721,0.685,0.751,0.737,0.816,6.4e-05,latent,0.002,5,0,0,0,0.001786947250366211
svc,ag,0.803,0.799,0.8,0.803,0.097,0.096,0.095,0.093,8.008,0.004,0.731,0.684,0.746,0.729,0.802,6e-06,latent,0.002,5,0,0,0,0.001786947250366211
logreg,ag,0.885,0.884,0.884,0.885,0.081,0.081,0.081,0.08,10.097,0.25,0.711,0.672,0.739,0.722,0.784,0.0,latent,0.002,5,0,0,0,0.001786947250366211
mlp,ag,0.767,0.766,0.766,0.767,0.065,0.065,0.065,0.065,9.675,3.057,0.784,0.736,0.791,0.778,0.874,2e-05,latent,0.002,5,0,0,0,0.001786947250366211
xgb,lc,0.978,0.976,0.976,0.976,0.044,0.047,0.047,0.047,5.132,8.624,0.23,0.253,0.354,0.303,0.138,1.5e-05,original,0.002,5,0,0,0,0.002110004425048828
rf,lc,0.978,0.976,0.976,0.976,0.044,0.047,0.047,0.047,20.581,0.426,0.243,0.249,0.324,0.276,0.152,1.2e-05,original,0.002,5,0,0,0,0.002110004425048828
svc,lc,0.989,0.988,0.988,0.988,0.022,0.024,0.024,0.024,4.843,0.006,0.204,0.197,0.245,0.208,0.12,1.5e-05,original,0.002,5,0,0,0,0.002110004425048828
logreg,lc,0.989,0.988,0.988,0.988,0.022,0.024,0.024,0.024,9.982,0.109,0.204,0.209,0.271,0.227,0.122,7e-06,original,0.002,5,0,0,0,0.002110004425048828
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.587,5.019,0.212,0.215,0.278,0.234,0.123,1.1e-05,original,0.002,5,0,0,0,0.002110004425048828
xgb,lc,0.976,0.976,0.976,0.976,0.029,0.029,0.029,0.029,7.153,29.691,0.239,0.255,0.343,0.294,0.151,5e-06,latent,0.002,5,0,0,0,0.002110004425048828
rf,lc,0.976,0.976,0.976,0.976,0.029,0.029,0.029,0.029,22.26,0.624,0.24,0.253,0.339,0.289,0.145,1.2e-05,latent,0.002,5,0,0,0,0.002110004425048828
svc,lc,0.989,0.988,0.988,0.988,0.022,0.024,0.024,0.024,8.763,0.004,0.218,0.176,0.191,0.177,0.124,1.9e-05,latent,0.002,5,0,0,0,0.002110004425048828
logreg,lc,0.989,0.988,0.988,0.988,0.022,0.024,0.024,0.024,6.405,0.188,0.219,0.188,0.214,0.191,0.127,0.0,latent,0.002,5,0,0,0,0.002110004425048828
mlp,lc,0.989,0.988,0.988,0.988,0.022,0.024,0.024,0.024,7.407,0.37,0.216,0.212,0.266,0.225,0.128,1.6e-05,latent,0.002,5,0,0,0,0.002110004425048828
xgb,craig,0.51,0.492,0.495,0.514,0.09,0.098,0.102,0.099,4.226,0.469,0.587,0.587,0.7,0.7,0.645,5e-06,original,0.002,5,0,0,0,0.0022020339965820312
rf,craig,0.42,0.37,0.361,0.406,0.23,0.225,0.228,0.231,21.169,0.968,0.601,0.491,0.522,0.498,0.644,9e-06,original,0.002,5,0,0,0,0.0022020339965820312
svc,craig,0.62,0.563,0.556,0.606,0.09,0.151,0.163,0.109,8.872,0.003,0.526,0.526,0.664,0.673,0.476,7e-06,original,0.002,5,0,0,0,0.0022020339965820312
logreg,craig,0.575,0.537,0.531,0.558,0.042,0.052,0.054,0.04,10.051,0.117,0.558,0.527,0.608,0.578,0.549,1.6e-05,original,0.002,5,0,0,0,0.0022020339965820312
mlp,craig,0.365,0.348,0.352,0.367,0.123,0.124,0.124,0.118,9.673,5.162,0.546,0.537,0.644,0.627,0.556,2.6e-05,original,0.002,5,0,0,0,0.0022020339965820312
xgb,craig,0.575,0.544,0.541,0.564,0.185,0.174,0.173,0.182,6.024,0.337,0.582,0.537,0.608,0.577,0.593,1.4e-05,latent,0.002,5,0,0,0,0.0022020339965820312
