model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.778,0.798,0.898,0.902,0.008,0.007,0.003,0.003,20.088,0.085,0.769,0.795,0.898,0.903,0.93,1.7e-05,original,,,,,,
rf,Full-data,0.851,0.786,0.876,0.866,0.009,0.007,0.004,0.005,76.731,3.486,0.862,0.793,0.879,0.869,0.923,4.9e-05,original,,,,,,
svc,Full-data,0.744,0.77,0.885,0.892,0.005,0.006,0.003,0.003,378.649,18.667,0.771,0.795,0.897,0.902,0.885,0.000254,original,,,,,,
logreg,Full-data,0.677,0.717,0.866,0.882,0.006,0.005,0.002,0.002,10.024,6.174,0.702,0.746,0.88,0.894,0.902,0.0,original,,,,,,
mlp,Full-data,0.76,0.783,0.891,0.896,0.015,0.011,0.005,0.004,94.969,2.148,0.747,0.777,0.89,0.897,0.914,2.9e-05,original,,,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.546,0.043,0.755,0.679,0.802,0.778,0.824,1.6e-05,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,16.877,0.459,0.742,0.647,0.77,0.737,0.831,3.7e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.572,0.001,0.761,0.626,0.736,0.694,0.849,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.072,0.006,0.716,0.633,0.763,0.73,0.796,0.0,original,10,5,,,,
mlp,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,7.348,1.315,0.764,0.619,0.727,0.684,0.842,7.3e-05,original,10,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.269,0.031,0.809,0.805,0.898,0.897,0.863,1.7e-05,original,10,5,,,,
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.621,0.278,0.612,0.357,0.382,0.359,0.842,2e-05,original,10,5,,,,
svc,k-means,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,6.525,0.001,0.529,0.517,0.795,0.852,0.334,4e-06,original,10,5,,,,
logreg,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.275,0.01,0.807,0.733,0.84,0.822,0.878,1e-06,original,10,5,,,,
mlp,k-means,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,7.101,0.019,0.769,0.727,0.844,0.833,0.867,4.5e-05,original,10,5,,,,
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.137,0.043,0.636,0.481,0.578,0.519,0.762,2e-06,original,10,5,,,,
rf,ag,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,15.745,0.273,0.669,0.453,0.518,0.469,0.812,1.8e-05,original,10,5,,,,
svc,ag,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,6.539,0.001,0.513,0.484,0.783,0.848,0.5,5e-06,original,10,5,,,,
logreg,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.294,0.01,0.77,0.693,0.812,0.789,0.849,1e-06,original,10,5,,,,
mlp,ag,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,6.954,0.03,0.788,0.725,0.837,0.822,0.863,7.6e-05,original,10,5,,,,
xgb,k_center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.365,0.017,0.807,0.798,0.893,0.891,0.769,1.6e-05,original,10,5,,,,
rf,k_center,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,13.419,0.128,0.484,0.204,0.168,0.208,0.692,1e-05,original,10,5,,,,
svc,k_center,0.55,0.48,0.48,0.55,0.1,0.147,0.147,0.1,6.08,0.002,0.5,0.135,0.043,0.156,0.493,5e-06,original,10,5,,,,
logreg,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.854,0.007,0.496,0.135,0.044,0.155,0.505,1e-06,original,10,5,,,,
mlp,k_center,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,5.737,1.294,0.622,0.435,0.508,0.455,0.72,6e-05,original,10,5,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.103,0.023,0.835,0.792,0.883,0.876,0.873,1e-05,original,10,6,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,16.386,0.422,0.76,0.672,0.792,0.764,0.834,2.8e-05,original,10,6,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.967,0.002,0.76,0.667,0.787,0.758,0.824,2e-06,original,10,6,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.764,0.006,0.779,0.691,0.807,0.782,0.845,1e-06,original,10,6,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.245,0.035,0.729,0.65,0.778,0.749,0.802,2.9e-05,original,10,6,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.69,0.022,0.827,0.741,0.842,0.824,0.876,1.8e-05,original,10,6,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.65,0.324,0.5,0.134,0.042,0.155,0.888,2.5e-05,original,10,6,,,,
svc,k-means,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,6.825,0.002,0.818,0.745,0.848,0.833,0.882,4e-06,original,10,6,,,,
logreg,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.812,0.012,0.795,0.748,0.856,0.845,0.882,1e-06,original,10,6,,,,
mlp,k-means,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,6.323,0.028,0.765,0.746,0.861,0.856,0.871,6.1e-05,original,10,6,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.398,0.034,0.812,0.8,0.893,0.891,0.855,2.2e-05,original,10,6,,,,
rf,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,15.679,0.44,0.648,0.429,0.487,0.441,0.797,2.6e-05,original,10,6,,,,
svc,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.826,0.001,0.787,0.745,0.856,0.846,0.868,3e-06,original,10,6,,,,
logreg,ag,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,6.142,0.01,0.792,0.751,0.859,0.85,0.884,1e-06,original,10,6,,,,
mlp,ag,0.4,0.38,0.38,0.4,0.122,0.147,0.147,0.122,5.117,0.671,0.761,0.716,0.837,0.824,0.851,3.3e-05,original,10,6,,,,
xgb,k_center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.601,0.201,0.805,0.79,0.887,0.884,0.747,1.7e-05,original,10,6,,,,
rf,k_center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,15.643,0.205,0.479,0.171,0.113,0.18,0.615,1.4e-05,original,10,6,,,,
svc,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,6.071,0.002,0.5,0.135,0.043,0.156,0.501,3e-06,original,10,6,,,,
logreg,k_center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,6.797,0.009,0.49,0.134,0.044,0.153,0.475,1e-06,original,10,6,,,,
mlp,k_center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,7.388,0.778,0.534,0.303,0.319,0.303,0.585,3.3e-05,original,10,6,,,,
xgb,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.615,0.05,0.799,0.8,0.895,0.895,0.8,1.6e-05,original,10,7,,,,
rf,random,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,14.319,0.119,0.746,0.625,0.741,0.701,0.825,9e-06,original,10,7,,,,
